Date,Censed by,Project,Place,Type,Site_ID,State,Initial_Ho,Final_Hour,Transect_T,Latitude,Longitude,Males,Females,NA,Juveniles,Veg_Male,Veg_Female,Veg_Juv,Veg_NA,Tarentola,Snake,Total Male,Total Fema,Total Juve,Total NA,Comments,Weather_Co,Temperatur,Relativ_Hu,Wind_Speed,Population,Polygon ar,Polygon _1,Corine Urb,Edificat %,Index Urb,Size_dot,3P 250 200,Distance,Inv_state,Classifica
08/06/2022,"Sandra, Jordi",PeriUrban,Sant_Mateu,,Mur_Ext_1,Snake,11:22,11:25:00.000,Point Count,39.034067870000001,1.382223242000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Muchos nidos de avispa habitados en el muro.,,,,,"593","1116882","1116239","0.000000000000000","0.000000000000000",0.000000000000000,"2",2017.685420000000022,9592.484936297545573,Invaded,Invaded_PeriUrban
04/06/2022,"Sandra,Guillem,Eva",PeriUrban,Sant_Miquel,,Mur_Ext_2,Snake,17:18,,Point Count,39.061520430000002,1.437947170000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2191","1146246","1135114","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.474240000000009,7294.740422184308045,Invaded,Invaded_PeriUrban
01/07/2022,Balma,PeriUrban,Sant_Miquel,,Mur_Ext_2,Snake,12:34,,Point Count,39.061520430000002,1.437947170000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2191","1146246","1135114","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.474240000000009,7294.740422184308045,Invaded,Invaded_PeriUrban
04/06/2022,"Sandra,Guillem,Eva",PeriUrban,Sant_Miquel,,Mur_Ext_3,Snake,18:35,,Point Count,39.052670880000001,1.431414473000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2191","1146246","1135114","0.000000000000000","0.000000000000000",0.000000000000000,"2",2016.854739999999993,6989.738040979173093,Invaded,Invaded_PeriUrban
01/07/2022,Balma,PeriUrban,Sant_Miquel,,Mur_Ext_3,Snake,12:19,,Point Count,39.052670880000001,1.431414473000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2191","1146246","1135114","0.000000000000000","0.000000000000000",0.000000000000000,"2",2016.854739999999993,6989.738040979173093,Invaded,Invaded_PeriUrban
04/06/2022,"Sandra,Guillem,Eva",PeriUrban,Sant_Miquel,,Mur_Ext_4,Snake,18:09,,Point Count,39.049015550000000,1.444734390000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2191","1146246","1135114","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.691649999999981,5986.550499063880125,Invaded,Invaded_PeriUrban
01/07/2022,Balma,PeriUrban,Sant_Miquel,,Mur_Ext_4,Snake,11:27,,Point Count,39.049015550000000,1.444734390000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2191","1146246","1135114","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.691649999999981,5986.550499063880125,Invaded,Invaded_PeriUrban
08/07/2022,Jordi,PeriUrban,Sant_Rafael,,Mur_Ext_2,Snake,10:48,,Point Count,38.962044839999997,1.413395998000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2505","1604857","1592046","0.000000000000000","0.000000000000000",0.000000000000000,"2",2020.930910000000040,8062.375802370709607,Invaded,Invaded_PeriUrban
13/07/2022,Jordi,PeriUrban,Sant_Rafael,,Mur_Ext_2,Snake,8:38,,Point Count,38.962044839999997,1.413395998000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2505","1604857","1592046","0.000000000000000","0.000000000000000",0.000000000000000,"2",2020.930910000000040,8062.375802370709607,Invaded,Invaded_PeriUrban
05/07/2022,Jordi,PeriUrban,Eivissa,,Mur_Ext_1,Snake,10:38,,Point Count,38.921937319999998,1.418087606000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"50643","391894","391894",88.171.521.040.000.000,"0.000000000000000",0.300000000000000,"2",2020.172240000000102,11263.524907990140491,Invaded,Invaded_PeriUrban
06/07/2022,Jordi,PeriUrban,Eivissa,,Mur_Ext_1,Snake,9:10,,Point Count,38.921937319999998,1.418087606000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"50643","391894","391894",88.171.521.040.000.000,"0.000000000000000",0.300000000000000,"2",2020.172240000000102,11263.524907990140491,Invaded,Invaded_PeriUrban
05/07/2022,Jordi,PeriUrban,Eivissa,,Mur_Ext_2,Snake,10:53,,Point Count,38.918995940000002,1.413941815000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"50643","391894","391894","0.000000000000000","0.000000000000000",0.000000000000000,"2",2020.853149999999914,11748.000764554097259,Invaded,Invaded_PeriUrban
06/07/2022,Jordi,PeriUrban,Eivissa,,Mur_Ext_2,Snake,9:17,,Point Count,38.918995940000002,1.413941815000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"50643","391894","391894","0.000000000000000","0.000000000000000",0.000000000000000,"2",2020.853149999999914,11748.000764554097259,Invaded,Invaded_PeriUrban
20/06/2022,Jordi,Urban,Eivissa,,Church_Wall,Snake,10:56,,,38.907279019999997,1.436022490000000,"0","0","4","0","0","0","0","0","0","0","0","0","0","4",,Sunny,,,,"50643","223821","223821",100.000.000.000.000.000,76.626.213.590.000.000,1.000000000000000,"6",2022.133180000000038,11894.472574057926977,Invaded,Invaded_Urban
06/07/2022,Jordi,Urban,Eivissa,,Church_Wall,Snake,10:36,,Point Count,38.907279019999997,1.436022490000000,"1","0","1","0","0","0","0","0","0","0","1","0","0","1",,Sunny,,,,"50643","223821","223821",100.000.000.000.000.000,76.626.213.590.000.000,1.000000000000000,"4",2022.133180000000038,11894.472574057926977,Invaded,Invaded_Urban
20/06/2022,Jordi,Urban,Eivissa,,Park_2,Snake,11:07,,,38.907853320000001,1.437590071000000,"0","0","0","0","9","2","1","0","0","0","9","2","1","0",,Sunny,,,,"50643","223821","223821",100.000.000.000.000.000,"0.000000000000000",1.000000000000000,"14",2022.421139999999923,11790.984347566587530,Invaded,Invaded_Urban
06/07/2022,Jordi,Urban,Eivissa,,Park_2,Snake,10:45,,Point Count,38.907853320000001,1.437590071000000,"0","0","0","0","7","4","3","0","0","0","7","4","3","0",,Sunny,,,,"50643","223821","223821",100.000.000.000.000.000,"0.000000000000000",1.000000000000000,"16",2022.421139999999923,11790.984347566587530,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",PeriUrban,Port_Sant_Miquel,,Mur_Ext_1,Snake,17:00,,Point Count,39.068262120000000,1.441836689000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"206","266914","266914","0.000000000000000","0.000000000000000",0.000000000000000,"2",2020.319950000000063,7800.059734728459262,Invaded,Invaded_PeriUrban
01/07/2022,Balma,PeriUrban,Port_Sant_Miquel,,Mur_Ext_1,Snake,13:00,,Point Count,39.068262120000000,1.441836689000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"206","266914","266914","0.000000000000000","0.000000000000000",0.000000000000000,"2",2020.319950000000063,7800.059734728459262,Invaded,Invaded_PeriUrban
04/06/2022,"Sandra,Guillem,Eva",PeriUrban,Port_Sant_Miquel,,Mur_Ext_2,Snake,16:15,,Point Count,39.074471369999998,1.434671875000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"206","266914","266914","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.090329999999994,8699.517417166514861,Invaded,Invaded_PeriUrban
01/07/2022,Balma,PeriUrban,Port_Sant_Miquel,,Mur_Ext_2,Snake,13:30,,Point Count,39.074471369999998,1.434671875000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"206","266914","266914","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.090329999999994,8699.517417166514861,Invaded,Invaded_PeriUrban
16/06/2022,Jordi,PeriUrban,Puig_den_Valls,,Mur_Ext_2,Snake,10:13,,,38.940389690000003,1.442587457000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"4607","547986","547986","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.074219999999968,8519.658770002093661,Invaded,Invaded_PeriUrban
16/06/2022,Jordi,Urban,Puig_den_Valls,,Church_Wall,Snake,9:32,,,38.927207340000002,1.433371335000000,"0","0","0","0","0","0","0","0","2","0","0","0","0","0",,,,,,"4607","12406","12406",100.000.000.000.000.000,92.711.974.110.000.000,1.000000000000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
21/06/2022,Jordi,Urban,Puig_den_Valls,,Church_Wall,Snake,12:05,,,38.927207340000002,1.433371335000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,92.711.974.110.000.000,1.000000000000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
01/07/2022,Balma,Urban,Puig_den_Valls,,Church_Wall,Snake,9:50,,Point Count,38.927207340000002,1.433371335000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,92.711.974.110.000.000,1.000000000000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
16/06/2022,Jordi,Urban,Puig_den_Valls,,Park,Snake,9:24,,,38.928897159999998,1.432041847000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"4607","12406","12406",100.000.000.000.000.000,100.000.000.000.000.000,1.000000000000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
21/06/2022,Jordi,Urban,Puig_den_Valls,,Park,Snake,11:57,,,38.928897159999998,1.432041847000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,100.000.000.000.000.000,1.000000000000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
01/07/2022,Balma,Urban,Puig_den_Valls,,Park,Snake,9:52,,Point Count,38.928897159999998,1.432041847000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,100.000.000.000.000.000,1.000000000000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
16/06/2022,Jordi,Urban,Puig_den_Valls,,Park_2,Snake,9:18,,,38.929115349999996,1.432682744000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"4607","12406","12406",100.000.000.000.000.000,46.456.310.680.000.000,1.000000000000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
21/06/2022,Jordi,Urban,Puig_den_Valls,,Park_2,Snake,11:50,,,38.929115349999996,1.432682744000000,"0","0","0","0","0","1","0","0","0","0","0","1","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,46.456.310.680.000.000,1.000000000000000,"3",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
01/07/2022,Balma,Urban,Puig_den_Valls,,Park_2,Snake,9:57,,Point Count,38.929115349999996,1.432682744000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,46.456.310.680.000.000,1.000000000000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
16/06/2022,Jordi,Urban,Puig_den_Valls,,Wall_2,Snake,9:10,,,38.928798890000003,1.433410768000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,22.815.533.980.000.000,0.883333300000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
21/06/2022,Jordi,Urban,Puig_den_Valls,,Wall_2,Snake,11:43,,,38.928798890000003,1.433410768000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,22.815.533.980.000.000,0.883333300000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
01/07/2022,Balma,Urban,Puig_den_Valls,,Wall_2,Snake,9:57,,Point Count,38.928798890000003,1.433410768000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"4607","12406","12406",100.000.000.000.000.000,22.815.533.980.000.000,0.883333300000000,"2",2017.879879999999957,9976.730606892549986,Invaded,Invaded_Urban
09/06/2022,"Sandra, Jordi",PeriUrban,Sant_Joan,,Mur_Ext_2,Snake,10:53,10:56:00.000,Point Count,39.080903569999997,1.518233384000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"6635","531858","530734","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.830809999999929,8542.355060618654534,Invaded,Invaded_PeriUrban
01/05/2022,"Guillem,Eva",PeriUrban,Sant_Joan,,Mur_Ext_2,Snake,12:04,12:04:00.000,Point Count,39.080903569999997,1.518233384000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"6635","531858","530734","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.830809999999929,8542.355060618654534,Invaded,Invaded_PeriUrban
09/06/2022,"Sandra, Jordi",PeriUrban,Sant_Joan,,Mur_Ext_3,Snake,10:42,10:45:00.000,Point Count,39.081640350000001,1.514298435000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Nidos avispas,,,,,"6635","531858","530734","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.143679999999904,8625.534296735677344,Invaded,Invaded_PeriUrban
01/05/2022,"Guillem,Eva",PeriUrban,Sant_Joan,,Mur_Ext_3,Snake,12:04,12:04:00.000,Point Count,39.081640350000001,1.514298435000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"6635","531858","530734","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.143679999999904,8625.534296735677344,Invaded,Invaded_PeriUrban
08/06/2022,"Sandra, Jordi",Urban,Sant_Mateu,,Wall_2,Snake,11:12,11:15:00.000,Point Count,39.039061889999999,1.383369232000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"593","643","643","0.000000000000000",72.176.375.399.999.900,0.975000000000000,"2",2019.942749999999933,9625.015849900113608,Invaded,Invaded_Urban
13/07/2022,Jordi,Urban,Sant_Mateu,,Wall_2,Snake,10:45,,Point Count,39.039061889999999,1.383369232000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"593","643","643","0.000000000000000",72.176.375.399.999.900,0.975000000000000,"2",2019.942749999999933,9625.015849900113608,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",PeriUrban,Sant_Miquel,,Mur_Ext_1,Snake,18:01,,Point Count,39.056826190000002,1.448083728000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2191","1146246","1135114","0.000000000000000","0.000000000000000",0.000000000000000,"2",2021.244750000000067,6468.452934164107319,Invaded,Invaded_PeriUrban
01/07/2022,Balma,PeriUrban,Sant_Miquel,,Mur_Ext_1,Snake,11:18,,Point Count,39.056826190000002,1.448083728000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2191","1146246","1135114","0.000000000000000","0.000000000000000",0.000000000000000,"2",2021.244750000000067,6468.452934164107319,Invaded,Invaded_PeriUrban
01/07/2022,Balma,Urban,Sant_Miquel,,Park_2,Snake,11:58,,Point Count,39.054569950000001,1.436813553000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2191","11133","11133","0.000000000000000",76.480.582.519.999.900,0.987500000000000,"2",2015.060300000000097,6843.683980259527743,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",Urban,Sant_Miquel,,Park_2,Snake,17:53,,Point Count,39.054569950000001,1.436813553000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2191","11133","11133","0.000000000000000",76.480.582.519.999.900,0.987500000000000,"2",2015.060300000000097,6843.683980259527743,Invaded,Invaded_Urban
08/07/2022,Jordi,PeriUrban,Sant_Rafael,,Mur_Ext_3,Snake,10:18,,Point Count,38.963077679999998,1.381875535000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2505","1604857","1592046","0.000000000000000","0.000000000000000",0.000000000000000,"2",2020.216670000000022,10250.577707276172077,Invaded,Invaded_PeriUrban
13/07/2022,Jordi,PeriUrban,Sant_Rafael,,Mur_Ext_3,Snake,9:15,,Point Count,38.963077679999998,1.381875535000000,"0","1","0","0","0","0","0","0","0","0","0","1","0","0",,Sunny,,,,"2505","1604857","1592046","0.000000000000000","0.000000000000000",0.000000000000000,"3",2020.216670000000022,10250.577707276172077,Invaded,Invaded_PeriUrban
08/07/2022,Jordi,PeriUrban,Sant_Rafael,,Mur_Ext_4,Snake,10:34,,Point Count,38.957611999999997,1.389427218000000,"0","2","1","0","0","0","0","0","0","0","0","2","0","1",,Sunny,,,,"2505","1604857","1592046","0.000000000000000","0.000000000000000",0.000000000000000,"5",2021.208740000000034,10191.354959807556952,Invaded,Invaded_PeriUrban
13/07/2022,Jordi,PeriUrban,Sant_Rafael,,Mur_Ext_4,Snake,9:22,,Point Count,38.957611999999997,1.389427218000000,"3","2","0","0","0","0","0","0","0","0","3","2","0","0",,Sunny,,,,"2505","1604857","1592046","0.000000000000000","0.000000000000000",0.000000000000000,"7",2021.208740000000034,10191.354959807556952,Invaded,Invaded_PeriUrban
05/07/2022,Jordi,PeriUrban,Eivissa,,Mur_Ext_3,Snake,11:05,,Point Count,38.915780400000003,1.412039249000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"50643","391894","391894","0.000000000000000","0.000000000000000",0.000000000000000,"2",2021.200810000000047,11955.683631015386709,Invaded,Invaded_PeriUrban
06/07/2022,Jordi,PeriUrban,Eivissa,,Mur_Ext_3,Snake,9:26,,Point Count,38.915780400000003,1.412039249000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"50643","391894","391894","0.000000000000000","0.000000000000000",0.000000000000000,"2",2021.200810000000047,11955.683631015386709,Invaded,Invaded_PeriUrban
20/06/2022,Jordi,Urban,Eivissa,,Park,Snake,11:40,,,38.908998179999998,1.425231758000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"50643","223821","223821",100.000.000.000.000.000,"0.000000000000000",0.212500000000000,"2",2018.162600000000111,12093.633832726414767,Invaded,Invaded_Urban
06/07/2022,Jordi,Urban,Eivissa,,Park,Snake,10:02,,Point Count,38.908998179999998,1.425231758000000,"0","0","0","0","2","1","0","0","2","0","2","1","0","0",,Sunny,,,,"50643","223821","223821",100.000.000.000.000.000,"0.000000000000000",0.212500000000000,"5",2018.162600000000111,12093.633832726414767,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",PeriUrban,Port_Sant_Miquel,,Mur_Ext_4,Snake,16:48,,Point Count,39.072857780000000,1.442447465000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"206","266914","266914","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.982539999999972,8238.707560312583155,Invaded,Invaded_PeriUrban
01/07/2022,Balma,PeriUrban,Port_Sant_Miquel,,Mur_Ext_4,Snake,13:14,,Point Count,39.072857780000000,1.442447465000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"206","266914","266914","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.982539999999972,8238.707560312583155,Invaded,Invaded_PeriUrban
22/07/2022,Jordi,Urban,Port_Sant_Miquel,,Wall_2,Snake,9:36,,Point Count,39.080539690000002,1.441250278000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"206","13794","13794","0.000000000000000",80.792.880.260.000.000,0.412500000000000,"2",2017.840329999999994,9108.493025064499307,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",Urban,Port_Sant_Miquel,,Wall_2,Snake,16:07,,Point Count,39.080539690000002,1.441250278000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"206","13794","13794","0.000000000000000",80.792.880.260.000.000,0.412500000000000,"2",2017.840329999999994,9108.493025064499307,Invaded,Invaded_Urban
22/07/2022,Jordi,Urban,Port_Sant_Miquel,,Park_2,Snake,9:14,,Point Count,39.076650440000002,1.441225851000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"206","13794","13794","0.000000000000000",25.323.624.599.999.900,0.562500000000000,"2",2020.115839999999935,8683.999950400990201,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",Urban,Port_Sant_Miquel,,Park_2,Snake,16:03,,Point Count,39.076650440000002,1.441225851000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"206","13794","13794","0.000000000000000",25.323.624.599.999.900,0.562500000000000,"2",2020.115839999999935,8683.999950400990201,Invaded,Invaded_Urban
16/06/2022,Jordi,PeriUrban,Puig_den_Valls,,Mur_Ext_1,Snake,9:42,,,38.936099310000003,1.434753389000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"4607","547986","547986","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.845209999999952,8985.109481586712718,Invaded,Invaded_PeriUrban
16/06/2022,Jordi,PeriUrban,Puig_den_Valls,,Mur_Ext_4,Snake,10:23,,,38.927617740000002,1.426462547000000,"1","0","1","0","0","0","0","0","0","0","1","0","0","1",,,,,,"4607","547986","547986","0.000000000000000","0.000000000000000",0.000000000000000,"4",2020.190430000000106,10229.149550888410886,Invaded,Invaded_PeriUrban
13/07/2022,Jordi,PeriUrban,Sant_Mateu,,Mur_Ext_4,Snake,9:52,,Point Count,39.037151160000001,1.374338574000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"593","1116882","1116239","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.246949999999970,10229.929575303258389,Invaded,Invaded_PeriUrban
08/06/2022,"Sandra, Jordi",PeriUrban,Sant_Mateu,,Mur_Ext_4,Snake,11:34,11:37:00.000,Point Count,39.037151160000001,1.374338574000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"593","1116882","1116239","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.246949999999970,10229.929575303258389,Invaded,Invaded_PeriUrban
13/07/2022,Jordi,Urban,Sant_Mateu,,Park,Snake,10:27,,Point Count,39.039437739999997,1.382957445000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"593","643","643","0.000000000000000",73.632.686.079.999.900,0.850000000000000,"2",2019.942749999999933,9625.015849900113608,Invaded,Invaded_Urban
08/06/2022,"Sandra, Jordi",Urban,Sant_Mateu,,Park,Snake,10:59,11:02:00.000,Point Count,39.039437739999997,1.382957445000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Site en sombra.,,,,,"593","643","643","0.000000000000000",73.632.686.079.999.900,0.850000000000000,"2",2019.942749999999933,9625.015849900113608,Invaded,Invaded_Urban
13/07/2022,Jordi,Urban,Sant_Mateu,,Park_2,Snake,10:32,,Point Count,39.039313980000003,1.383215374000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"593","643","643","0.000000000000000",82.022.653.719.999.900,0.862500000000000,"2",2019.942749999999933,9625.015849900113608,Invaded,Invaded_Urban
08/06/2022,"Sandra, Jordi",Urban,Sant_Mateu,,Park_2,Snake,11:02,11:05:00.000,Point Count,39.039313980000003,1.383215374000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"593","643","643","0.000000000000000",82.022.653.719.999.900,0.862500000000000,"2",2019.942749999999933,9625.015849900113608,Invaded,Invaded_Urban
08/06/2022,"Sandra, Jordi",Urban,Sant_Mateu,,Wall,Snake,11:07,11:10:00.000,Point Count,39.039312590000002,1.383551060000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"593","643","643","0.000000000000000",84.377.022.650.000.000,0.775000000000000,"2",2019.942749999999933,9625.015849900113608,Invaded,Invaded_Urban
13/07/2022,Jordi,Urban,Sant_Mateu,,Wall,Snake,10:39,,Point Count,39.039312590000002,1.383551060000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"593","643","643","0.000000000000000",84.377.022.650.000.000,0.775000000000000,"2",2019.942749999999933,9625.015849900113608,Invaded,Invaded_Urban
01/07/2022,Balma,Urban,Sant_Miquel,,Church_Park,Snake,11:50,,Point Count,39.056967550000003,1.438471298000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0",,Sunny,,,,"2191","11133","11133","0.000000000000000",84.797.734.629.999.900,0.800000000000000,"2",2018.899409999999989,6886.822807015582839,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",Urban,Sant_Miquel,,Church_Park,Snake,17:35,,Point Count,39.056967550000003,1.438471298000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2191","11133","11133","0.000000000000000",84.797.734.629.999.900,0.800000000000000,"2",2018.899409999999989,6886.822807015582839,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",Urban,Sant_Miquel,,Wall,Snake,17:35,,Point Count,39.056095589999998,1.438732427000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2191","11133","11133","0.000000000000000",74.862.459.549.999.900,0.962500000000000,"2",2018.899409999999989,6886.822807015582839,Invaded,Invaded_Urban
01/07/2022,Balma,Urban,Sant_Miquel,,Wall,Snake,11:38,,Point Count,39.056095589999998,1.438732427000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2191","11133","11133","0.000000000000000",74.862.459.549.999.900,0.962500000000000,"2",2018.899409999999989,6886.822807015582839,Invaded,Invaded_Urban
01/07/2022,Balma,Urban,Sant_Miquel,,Wall_2,Snake,11:44,,Point Count,39.056752740000000,1.438831251000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2191","11133","11133","0.000000000000000",66.682.847.899.999.900,0.700000000000000,"2",2018.899409999999989,6886.822807015582839,Invaded,Invaded_Urban
04/06/2022,"Sandra,Guillem,Eva",Urban,Sant_Miquel,,Wall_2,Snake,17:45,,Point Count,39.056752740000000,1.438831251000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2191","11133","11133","0.000000000000000",66.682.847.899.999.900,0.700000000000000,"2",2018.899409999999989,6886.822807015582839,Invaded,Invaded_Urban
08/07/2022,Jordi,PeriUrban,Sant_Rafael,,Mur_Ext_1,Snake,9:57,,Point Count,38.967913260000003,1.396934928000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2505","1604857","1592046","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.898069999999962,8911.474540318260551,Invaded,Invaded_PeriUrban
13/07/2022,Jordi,PeriUrban,Sant_Rafael,,Mur_Ext_1,Snake,9:35,,Point Count,38.967913260000003,1.396934928000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2505","1604857","1592046","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.898069999999962,8911.474540318260551,Invaded,Invaded_PeriUrban
08/07/2022,Jordi,Urban,Sant_Rafael,,Church_Wall,Snake,9:28,,Point Count,38.960338100000001,1.401658067000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2505","12811","12811",52.815.533.979.999.900,13.891.585.760.000.000,0.462500000000000,"2",2020.083499999999958,9079.755941895749856,Invaded,Invaded_Urban
