Date;Censed by;Project;Place;Site_ID;State;Initial_Ho;Transect_T;Latitude;Longitude;Males;Females;NA;Juveniles;Veg_Male;Veg_Female;Veg_Juv;Veg_NA;Tarentola;Snake;Total Male;Total Fema;Total Juve;Total NA;Comments;Weather_Co;Population;Polygon ar;Corine Urb;Edificat %;Index Urb;Size_dot;Year_inv;Distance;Inv_state;Classifica
01/07/2022;Balma;PeriUrban;Port_Sant_Miquel;Mur_Ext_2;Snake;13:30;Point Count;39,07447137;1,434671875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;206;266914;0;0;0;2;2018,09033;8699,517417;Invaded;Invaded_PeriUrban
16/06/2022;Jordi;PeriUrban;Puig_den_Valls;Mur_Ext_2;Snake;10:13;;38,94038969;1,442587457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;4607;547986;0;0;0;2;2019,07422;8519,65877;Invaded;Invaded_PeriUrban
16/06/2022;Jordi;Urban;Puig_den_Valls;Church_Wall;Snake;9:32;;38,92720734;1,433371335;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;4607;12406;100.000.000.000.000.000;92.711.974.110.000.000;1;2;2017,87988;9976,730607;Invaded;Invaded_Urban
21/06/2022;Jordi;Urban;Puig_den_Valls;Church_Wall;Snake;12:05;;38,92720734;1,433371335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;4607;12406;100.000.000.000.000.000;92.711.974.110.000.000;1;2;2017,87988;9976,730607;Invaded;Invaded_Urban
01/07/2022;Balma;Urban;Puig_den_Valls;Church_Wall;Snake;9:50;Point Count;38,92720734;1,433371335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;4607;12406;100.000.000.000.000.000;92.711.974.110.000.000;1;2;2017,87988;9976,730607;Invaded;Invaded_Urban
16/06/2022;Jordi;Urban;Puig_den_Valls;Park;Snake;9:24;;38,92889716;1,432041847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;4607;12406;100.000.000.000.000.000;100.000.000.000.000.000;1;2;2017,87988;9976,730607;Invaded;Invaded_Urban
21/06/2022;Jordi;Urban;Puig_den_Valls;Park;Snake;11:57;;38,92889716;1,432041847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;4607;12406;100.000.000.000.000.000;100.000.000.000.000.000;1;2;2017,87988;9976,730607;Invaded;Invaded_Urban
01/07/2022;Balma;Urban;Puig_den_Valls;Park;Snake;9:52;Point Count;38,92889716;1,432041847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;4607;12406;100.000.000.000.000.000;100.000.000.000.000.000;1;2;2017,87988;9976,730607;Invaded;Invaded_Urban
16/06/2022;Jordi;Urban;Puig_den_Valls;Park_2;Snake;9:18;;38,92911535;1,432682744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;4607;12406;100.000.000.000.000.000;46.456.310.680.000.000;1;2;2017,87988;9976,730607;Invaded;Invaded_Urban
21/06/2022;Jordi;Urban;Puig_den_Valls;Park_2;Snake;11:50;;38,92911535;1,432682744;0;0;0;0;0;1;0;0;0;0;0;1;0;0;;Sunny;4607;12406;100.000.000.000.000.000;46.456.310.680.000.000;1;3;2017,87988;9976,730607;Invaded;Invaded_Urban
01/07/2022;Balma;Urban;Puig_den_Valls;Park_2;Snake;9:57;Point Count;38,92911535;1,432682744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;4607;12406;100.000.000.000.000.000;46.456.310.680.000.000;1;2;2017,87988;9976,730607;Invaded;Invaded_Urban
16/06/2022;Jordi;Urban;Puig_den_Valls;Wall_2;Snake;9:10;;38,92879889;1,433410768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;4607;12406;100.000.000.000.000.000;22.815.533.980.000.000;0,8833333;2;2017,87988;9976,730607;Invaded;Invaded_Urban
21/06/2022;Jordi;Urban;Puig_den_Valls;Wall_2;Snake;11:43;;38,92879889;1,433410768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;4607;12406;100.000.000.000.000.000;22.815.533.980.000.000;0,8833333;2;2017,87988;9976,730607;Invaded;Invaded_Urban
01/07/2022;Balma;Urban;Puig_den_Valls;Wall_2;Snake;9:57;Point Count;38,92879889;1,433410768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;4607;12406;100.000.000.000.000.000;22.815.533.980.000.000;0,8833333;2;2017,87988;9976,730607;Invaded;Invaded_Urban
09/06/2022;Sandra, Jordi;PeriUrban;Sant_Joan;Mur_Ext_2;Snake;10:53;Point Count;39,08090357;1,518233384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;6635;531858;0;0;0;2;2018,83081;8542,355061;Invaded;Invaded_PeriUrban
01/05/2022;Guillem,Eva;PeriUrban;Sant_Joan;Mur_Ext_2;Snake;12:04;Point Count;39,08090357;1,518233384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;6635;531858;0;0;0;2;2018,83081;8542,355061;Invaded;Invaded_PeriUrban
09/06/2022;Sandra, Jordi;PeriUrban;Sant_Joan;Mur_Ext_3;Snake;10:42;Point Count;39,08164035;1,514298435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Nidos avispas;;6635;531858;0;0;0;2;2018,14368;8625,534297;Invaded;Invaded_PeriUrban
01/05/2022;Guillem,Eva;PeriUrban;Sant_Joan;Mur_Ext_3;Snake;12:04;Point Count;39,08164035;1,514298435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;6635;531858;0;0;0;2;2018,14368;8625,534297;Invaded;Invaded_PeriUrban
08/06/2022;Sandra, Jordi;Urban;Sant_Mateu;Wall_2;Snake;11:12;Point Count;39,03906189;1,383369232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;593;643;0;72.176.375.399.999.900;0,975;2;2019,94275;9625,01585;Invaded;Invaded_Urban
13/07/2022;Jordi;Urban;Sant_Mateu;Wall_2;Snake;10:45;Point Count;39,03906189;1,383369232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;593;643;0;72.176.375.399.999.900;0,975;2;2019,94275;9625,01585;Invaded;Invaded_Urban
04/06/2022;Sandra,Guillem,Eva;PeriUrban;Sant_Miquel;Mur_Ext_1;Snake;18:01;Point Count;39,05682619;1,448083728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2191;1146246;0;0;0;2;2021,24475;6468,452934;Invaded;Invaded_PeriUrban
01/07/2022;Balma;PeriUrban;Sant_Miquel;Mur_Ext_1;Snake;11:18;Point Count;39,05682619;1,448083728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2191;1146246;0;0;0;2;2021,24475;6468,452934;Invaded;Invaded_PeriUrban
01/07/2022;Balma;Urban;Sant_Miquel;Park_2;Snake;11:58;Point Count;39,05456995;1,436813553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2191;11133;0;76.480.582.519.999.900;0,9875;2;2015,0603;6843,68398;Invaded;Invaded_Urban
04/06/2022;Sandra,Guillem,Eva;Urban;Sant_Miquel;Park_2;Snake;17:53;Point Count;39,05456995;1,436813553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2191;11133;0;76.480.582.519.999.900;0,9875;2;2015,0603;6843,68398;Invaded;Invaded_Urban
08/07/2022;Jordi;PeriUrban;Sant_Rafael;Mur_Ext_3;Snake;10:18;Point Count;38,96307768;1,381875535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2505;1604857;0;0;0;2;2020,21667;10250,57771;Invaded;Invaded_PeriUrban
13/07/2022;Jordi;PeriUrban;Sant_Rafael;Mur_Ext_3;Snake;9:15;Point Count;38,96307768;1,381875535;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;Sunny;2505;1604857;0;0;0;3;2020,21667;10250,57771;Invaded;Invaded_PeriUrban
08/07/2022;Jordi;PeriUrban;Sant_Rafael;Mur_Ext_4;Snake;10:34;Point Count;38,957612;1,389427218;0;2;1;0;0;0;0;0;0;0;0;2;0;1;;Sunny;2505;1604857;0;0;0;5;2021,20874;10191,35496;Invaded;Invaded_PeriUrban
13/07/2022;Jordi;PeriUrban;Sant_Rafael;Mur_Ext_4;Snake;9:22;Point Count;38,957612;1,389427218;3;2;0;0;0;0;0;0;0;0;3;2;0;0;;Sunny;2505;1604857;0;0;0;7;2021,20874;10191,35496;Invaded;Invaded_PeriUrban
05/07/2022;Jordi;PeriUrban;Eivissa;Mur_Ext_3;Snake;11:05;Point Count;38,9157804;1,412039249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;50643;391894;0;0;0;2;2021,20081;11955,68363;Invaded;Invaded_PeriUrban
06/07/2022;Jordi;PeriUrban;Eivissa;Mur_Ext_3;Snake;9:26;Point Count;38,9157804;1,412039249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;50643;391894;0;0;0;2;2021,20081;11955,68363;Invaded;Invaded_PeriUrban
20/06/2022;Jordi;Urban;Eivissa;Park;Snake;11:40;;38,90899818;1,425231758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;50643;223821;100.000.000.000.000.000;0;0,2125;2;2018,1626;12093,63383;Invaded;Invaded_Urban
06/07/2022;Jordi;Urban;Eivissa;Park;Snake;10:02;Point Count;38,90899818;1,425231758;0;0;0;0;2;1;0;0;2;0;2;1;0;0;;Sunny;50643;223821;100.000.000.000.000.000;0;0,2125;5;2018,1626;12093,63383;Invaded;Invaded_Urban
04/06/2022;Sandra,Guillem,Eva;PeriUrban;Port_Sant_Miquel;Mur_Ext_4;Snake;16:48;Point Count;39,07285778;1,442447465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;206;266914;0;0;0;2;2019,98254;8238,70756;Invaded;Invaded_PeriUrban
01/07/2022;Balma;PeriUrban;Port_Sant_Miquel;Mur_Ext_4;Snake;13:14;Point Count;39,07285778;1,442447465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;206;266914;0;0;0;2;2019,98254;8238,70756;Invaded;Invaded_PeriUrban
22/07/2022;Jordi;Urban;Port_Sant_Miquel;Wall_2;Snake;9:36;Point Count;39,08053969;1,441250278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;206;13794;0;80.792.880.260.000.000;0,4125;2;2017,84033;9108,493025;Invaded;Invaded_Urban
04/06/2022;Sandra,Guillem,Eva;Urban;Port_Sant_Miquel;Wall_2;Snake;16:07;Point Count;39,08053969;1,441250278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;206;13794;0;80.792.880.260.000.000;0,4125;2;2017,84033;9108,493025;Invaded;Invaded_Urban
22/07/2022;Jordi;Urban;Port_Sant_Miquel;Park_2;Snake;9:14;Point Count;39,07665044;1,441225851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;206;13794;0;25.323.624.599.999.900;0,5625;2;2020,11584;8683,99995;Invaded;Invaded_Urban
04/06/2022;Sandra,Guillem,Eva;Urban;Port_Sant_Miquel;Park_2;Snake;16:03;Point Count;39,07665044;1,441225851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;206;13794;0;25.323.624.599.999.900;0,5625;2;2020,11584;8683,99995;Invaded;Invaded_Urban
16/06/2022;Jordi;PeriUrban;Puig_den_Valls;Mur_Ext_1;Snake;9:42;;38,93609931;1,434753389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;4607;547986;0;0;0;2;2018,84521;8985,109482;Invaded;Invaded_PeriUrban
16/06/2022;Jordi;PeriUrban;Puig_den_Valls;Mur_Ext_4;Snake;10:23;;38,92761774;1,426462547;1;0;1;0;0;0;0;0;0;0;1;0;0;1;;;4607;547986;0;0;0;4;2020,19043;10229,14955;Invaded;Invaded_PeriUrban
13/07/2022;Jordi;PeriUrban;Sant_Mateu;Mur_Ext_4;Snake;9:52;Point Count;39,03715116;1,374338574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;593;1116882;0;0;0;2;2018,24695;10229,92958;Invaded;Invaded_PeriUrban
08/06/2022;Sandra, Jordi;PeriUrban;Sant_Mateu;Mur_Ext_4;Snake;11:34;Point Count;39,03715116;1,374338574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;593;1116882;0;0;0;2;2018,24695;10229,92958;Invaded;Invaded_PeriUrban
13/07/2022;Jordi;Urban;Sant_Mateu;Park;Snake;10:27;Point Count;39,03943774;1,382957445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;593;643;0;73.632.686.079.999.900;0,85;2;2019,94275;9625,01585;Invaded;Invaded_Urban
08/06/2022;Sandra, Jordi;Urban;Sant_Mateu;Park;Snake;10:59;Point Count;39,03943774;1,382957445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Site en sombra.;;593;643;0;73.632.686.079.999.900;0,85;2;2019,94275;9625,01585;Invaded;Invaded_Urban
13/07/2022;Jordi;Urban;Sant_Mateu;Park_2;Snake;10:32;Point Count;39,03931398;1,383215374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;593;643;0;82.022.653.719.999.900;0,8625;2;2019,94275;9625,01585;Invaded;Invaded_Urban
08/06/2022;Sandra, Jordi;Urban;Sant_Mateu;Park_2;Snake;11:02;Point Count;39,03931398;1,383215374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;593;643;0;82.022.653.719.999.900;0,8625;2;2019,94275;9625,01585;Invaded;Invaded_Urban
08/06/2022;Sandra, Jordi;Urban;Sant_Mateu;Wall;Snake;11:07;Point Count;39,03931259;1,38355106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;593;643;0;84.377.022.650.000.000;0,775;2;2019,94275;9625,01585;Invaded;Invaded_Urban
13/07/2022;Jordi;Urban;Sant_Mateu;Wall;Snake;10:39;Point Count;39,03931259;1,38355106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;593;643;0;84.377.022.650.000.000;0,775;2;2019,94275;9625,01585;Invaded;Invaded_Urban
01/07/2022;Balma;Urban;Sant_Miquel;Church_Park;Snake;11:50;Point Count;39,05696755;1,438471298;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;Sunny;2191;11133;0;84.797.734.629.999.900;0,8;2;2018,89941;6886,822807;Invaded;Invaded_Urban
04/06/2022;Sandra,Guillem,Eva;Urban;Sant_Miquel;Church_Park;Snake;17:35;Point Count;39,05696755;1,438471298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2191;11133;0;84.797.734.629.999.900;0,8;2;2018,89941;6886,822807;Invaded;Invaded_Urban
04/06/2022;Sandra,Guillem,Eva;Urban;Sant_Miquel;Wall;Snake;17:35;Point Count;39,05609559;1,438732427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2191;11133;0;74.862.459.549.999.900;0,9625;2;2018,89941;6886,822807;Invaded;Invaded_Urban
01/07/2022;Balma;Urban;Sant_Miquel;Wall;Snake;11:38;Point Count;39,05609559;1,438732427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2191;11133;0;74.862.459.549.999.900;0,9625;2;2018,89941;6886,822807;Invaded;Invaded_Urban
01/07/2022;Balma;Urban;Sant_Miquel;Wall_2;Snake;11:44;Point Count;39,05675274;1,438831251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2191;11133;0;66.682.847.899.999.900;0,7;2;2018,89941;6886,822807;Invaded;Invaded_Urban
04/06/2022;Sandra,Guillem,Eva;Urban;Sant_Miquel;Wall_2;Snake;17:45;Point Count;39,05675274;1,438831251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2191;11133;0;66.682.847.899.999.900;0,7;2;2018,89941;6886,822807;Invaded;Invaded_Urban
08/07/2022;Jordi;PeriUrban;Sant_Rafael;Mur_Ext_1;Snake;9:57;Point Count;38,96791326;1,396934928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2505;1604857;0;0;0;2;2019,89807;8911,47454;Invaded;Invaded_PeriUrban
13/07/2022;Jordi;PeriUrban;Sant_Rafael;Mur_Ext_1;Snake;9:35;Point Count;38,96791326;1,396934928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2505;1604857;0;0;0;2;2019,89807;8911,47454;Invaded;Invaded_PeriUrban
08/07/2022;Jordi;Urban;Sant_Rafael;Church_Wall;Snake;9:28;Point Count;38,9603381;1,401658067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2505;12811;52.815.533.979.999.900;13.891.585.760.000.000;0,4625;2;2020,0835;9079,755942;Invaded;Invaded_Urban
25/06/2022;Balma;Urban;Sant_Rafael;Church_Wall;Snake;10:56;Point Count;38,9603381;1,401658067;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;Sunny;2505;12811;52.815.533.979.999.900;13.891.585.760.000.000;0,4625;2;2020,0835;9079,755942;Invaded;Invaded_Urban
08/07/2022;Jordi;Urban;Sant_Rafael;Park_2;Snake;9:15;Point Count;38,96101817;1,401919571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2505;12811;40.242.718.449.999.900;0;0,5375;2;2020,34778;8871,520646;Invaded;Invaded_Urban
25/06/2022;Balma;Urban;Sant_Rafael;Park_2;Snake;10:36;Point Count;38,96101817;1,401919571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;2505;12811;40.242.718.449.999.900;0;0,5375;2;2020,34778;8871,520646;Invaded;Invaded_Urban
18/06/2022;Balma;PeriUrban;Ses_Paises;Mur_Ext_1;Snake;12:17;Point Count;38,9700556;1,344876867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;1508;1518407;0;0;0,1375;2;2023,26367;12972,47232;NonInvaded;NonInvaded_PeriUrban
19/07/2022;Jordi;PeriUrban;Ses_Paises;Mur_Ext_1;Snake;10:05;Point Count;38,9700556;1,344876867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;1508;1518407;0;0;0,1375;2;2023,26367;12972,47232;NonInvaded;NonInvaded_PeriUrban
18/06/2022;Balma;PeriUrban;Ses_Paises;Mur_Ext_4;Snake;11:12;Point Count;38,97761681;1,337903317;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2 mudes serp;Sunny;1508;1518407;0;0;0;2;2019,7887;13432,7876;Invaded;Invaded_PeriUrban
19/07/2022;Jordi;PeriUrban;Ses_Paises;Mur_Ext_4;Snake;9:22;Point Count;38,97761681;1,337903317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;1508;1518407;0;0;0;2;2019,7887;13432,7876;Invaded;Invaded_PeriUrban
18/06/2022;Balma;Urban;Ses_Paises;Church_Park;Snake;12:47;Point Count;38,97173758;1,332030611;2;0;0;0;0;0;0;0;0;0;2;0;0;0;;;1508;19632;100.000.000.000.000.000;81.342.233.010.000.000;1;4;2023,26575;14099,91275;NonInvaded;NonInvaded_Urban
19/07/2022;Jordi;Urban;Ses_Paises;Church_Park;Snake;10:20;Point Count;38,97173758;1,332030611;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;Sunny;1508;19632;100.000.000.000.000.000;81.342.233.010.000.000;1;3;2023,26575;14099,91275;NonInvaded;NonInvaded_Urban
18/06/2022;Balma;Urban;Ses_Paises;Park;Snake;11:24;Point Count;38,97526994;1,32281804;1;0;2;0;0;0;0;0;0;0;1;0;0;2;;Sunny;1508;19632;100.000.000.000.000.000;0;1;5;2023,44592;14707,34871;NonInvaded;NonInvaded_Urban
19/07/2022;Jordi;Urban;Ses_Paises;Park;Snake;10:32;Point Count;38,97526994;1,32281804;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;Sunny;1508;19632;100.000.000.000.000.000;0;1;3;2023,44592;14707,34871;NonInvaded;NonInvaded_Urban
19/07/2022;Jordi;Urban;Ses_Paises;Park_2;Snake;10:16;Point Count;38,97158032;1,331597536;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;Sunny;1508;19632;100.000.000.000.000.000;48.454.692.559.999.900;1;3;2023,26575;14099,91275;NonInvaded;NonInvaded_Urban
18/06/2022;Balma;Urban;Ses_Paises;Park_2;Snake;11:40;Point Count;38,97158032;1,331597536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;1508;19632;100.000.000.000.000.000;48.454.692.559.999.900;1;2;2023,26575;14099,91275;NonInvaded;NonInvaded_Urban
18/06/2022;Balma;Urban;Ses_Paises;Wall;Snake;12:33;Point Count;38,97144436;1,3316068;1;0;0;0;1;1;0;0;0;0;2;1;0;0;;Sunny;1508;19632;100.000.000.000.000.000;63.826.860.840.000.000;1;5;2023,26575;14099,91275;NonInvaded;NonInvaded_Urban
19/07/2022;Jordi;Urban;Ses_Paises;Wall;Snake;10:12;Point Count;38,97144436;1,3316068;0;2;1;0;0;0;0;0;0;0;0;2;0;1;;Sunny;1508;19632;100.000.000.000.000.000;63.826.860.840.000.000;1;5;2023,26575;14099,91275;NonInvaded;NonInvaded_Urban
05/07/2022;Jordi;PeriUrban;Eivissa;Mur_Ext_4;Snake;9:55;Point Count;38,91053021;1,418745514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;50643;391894;0;0;0,375;2;2019,63306;12333,14653;Invaded;Invaded_PeriUrban
06/07/2022;Jordi;PeriUrban;Eivissa;Mur_Ext_4;Snake;9:45;Point Count;38,91053021;1,418745514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;50643;391894;0;0;0,375;2;2019,63306;12333,14653;Invaded;Invaded_PeriUrban
19/06/2022;Balma;PeriUrban;Sant_Jordi;Mur_Ext_1;Snake;11:48;;38,91233947;1,375603893;0;0;0;0;0;0;0;1;0;0;0;0;0;1;;Sunny;10729;685618;0;0;0;3;2022,41882;14374,62559;NonInvaded;NonInvaded_PeriUrban
05/07/2022;Jordi;PeriUrban;Sant_Jordi;Mur_Ext_1;Snake;8:56;Point Count;38,91233947;1,375603893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny_Clowdy;10729;685618;0;0;0;2;2022,41882;14374,62559;NonInvaded;NonInvaded_PeriUrban
19/06/2022;Balma;PeriUrban;Sant_Jordi;Mur_Ext_2;Snake;11:26;;38,90615841;1,378317207;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;Sunny;10729;685618;0;0;0;3;2022,30164;14576,94818;NonInvaded;NonInvaded_PeriUrban
28/06/2022;Jordi;PeriUrban;Sant_Jordi;Mur_Ext_2;Snake;9:50;Point Count;38,90615841;1,378317207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;10729;685618;0;0;0;2;2022,30164;14576,94818;NonInvaded;NonInvaded_PeriUrban
05/07/2022;Jordi;PeriUrban;Sant_Jordi;Mur_Ext_2;Snake;9:09;Point Count;38,90615841;1,378317207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;10729;685618;0;0;0;2;2022,30164;14576,94818;NonInvaded;NonInvaded_PeriUrban
19/06/2022;Balma;PeriUrban;Sant_Jordi;Mur_Ext_3;Snake;12:12;;38,89315323;1,373345459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;10729;685618;0;0;0;2;2022,43701;16046,89394;NonInvaded;NonInvaded_PeriUrban
28/06/2022;Jordi;PeriUrban;Sant_Jordi;Mur_Ext_3;Snake;9:38;Point Count;38,89315323;1,373345459;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;Sunny;10729;685618;0;0;0;3;2022,43701;16046,89394;NonInvaded;NonInvaded_PeriUrban
05/07/2022;Jordi;PeriUrban;Sant_Jordi;Mur_Ext_3;Snake;9:25;Point Count;38,89315323;1,373345459;0;1;1;0;0;0;0;0;1;0;0;1;0;1;;Sunny;10729;685618;0;0;0;4;2022,43701;16046,89394;NonInvaded;NonInvaded_PeriUrban
12/07/2022;Jordi;PeriUrban;Sant_Josep;Mur_Ext_1;Snake;11:45;Point Count;38,92635877;1,287153996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;28299;854664;0;0;0,6875;2;2023,45105;19642,44434;NonInvaded;NonInvaded_PeriUrban
18/07/2022;Jordi;PeriUrban;Sant_Josep;Mur_Ext_1;Snake;11:18;Point Count;38,92635877;1,287153996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;28299;854664;0;0;0,6875;2;2023,45105;19642,44434;NonInvaded;NonInvaded_PeriUrban
21/06/2022;Balma;PeriUrban;Sant_Josep;Mur_Ext_2;Snake;13:27;;38,91444817;1,294165866;0;0;0;0;0;0;0;1;0;0;0;0;0;1;;Sunny;28299;854664;0;0;0,2416667;3;2023,90308;19579,21897;NonInvaded;NonInvaded_PeriUrban
12/07/2022;Jordi;PeriUrban;Sant_Josep;Mur_Ext_2;Snake;12:03;Point Count;38,91444817;1,294165866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;28299;854664;0;0;0,2416667;2;2023,90308;19579,21897;NonInvaded;NonInvaded_PeriUrban
18/07/2022;Jordi;PeriUrban;Sant_Josep;Mur_Ext_2;Snake;10:37;Point Count;38,91444817;1,294165866;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;Sunny;28299;854664;0;0;0,2416667;3;2023,90308;19579,21897;NonInvaded;NonInvaded_PeriUrban
21/06/2022;Balma;PeriUrban;Sant_Josep;Mur_Ext_3;Snake;14:40;;38,92720805;1,29616474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;28299;854664;0;0;0;2;2023,23193;18751,49651;NonInvaded;NonInvaded_PeriUrban
12/07/2022;Jordi;PeriUrban;Sant_Josep;Mur_Ext_3;Snake;9:14;Point Count;38,92720805;1,29616474;1;1;0;0;0;0;0;0;0;0;1;1;0;0;;Sunny;28299;854664;0;0;0;4;2023,23193;18751,49651;NonInvaded;NonInvaded_PeriUrban
18/07/2022;Jordi;PeriUrban;Sant_Josep;Mur_Ext_3;Snake;11:38;Point Count;38,92720805;1,29616474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;28299;854664;0;0;0;2;2023,23193;18751,49651;NonInvaded;NonInvaded_PeriUrban
21/06/2022;Balma;PeriUrban;Sant_Josep;Mur_Ext_4;Snake;14:30;;38,92583125;1,300818544;1;2;1;0;0;0;0;1;0;0;1;2;0;2;;Sunny;28299;854664;0;0;0;7;2023,32202;18530,5001;NonInvaded;NonInvaded_PeriUrban
12/07/2022;Jordi;PeriUrban;Sant_Josep;Mur_Ext_4;Snake;8:55;Point Count;38,92583125;1,300818544;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;Sunny;28299;854664;0;0;0;3;2023,32202;18530,5001;NonInvaded;NonInvaded_PeriUrban
18/07/2022;Jordi;PeriUrban;Sant_Josep;Mur_Ext_4;Snake;11:30;Point Count;38,92583125;1,300818544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;28299;854664;0;0;0;2;2023,32202;18530,5001;NonInvaded;NonInvaded_PeriUrban
13/07/2022;Jordi;PeriUrban;Sant_Mateu;Mur_Ext_3;Snake;10:57;Point Count;39,04328231;1,378255544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Sunny;593;1116882;0;0;0;2;2019,35254;10183,18136;Invaded;Invaded_PeriUrban
08/06/2022;Sandra, Jordi;PeriUrban;Sant_Mateu;Mur_Ext_3;Snake;11:46;Point Count;39,04328231;1,378255544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;593;1116882;0;0;0;2;2019,35254;10183,18136;Invaded;Invaded_PeriUrban
08/07/2022;Jordi;Urban;Sant_Rafael;Wall_2;Snake;9:21;Point Count;38,96049631;1,401293498;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;Sunny;2505;12811;75.347.896.440.000.000;45.914.239.479.999.900;0,3125;2;2020,0835;9079,755942;Invaded;Invaded_Urban
